LOAN_ID,AMOUNT,DUE_MORTGAGE,VALUE,REASON,OCC,TJOB,DCL,CLT,CL_COUNT,RATIO,CONVICTED,VAR_1,VAR_2,VAR_3,DEFAULTER
3685847,27700,123020,157317,1,3,2,0,284.2828535,24,36.95827386,0,0,0,2.5161,0
3685454,22500,106460,157194,1,3,15,0,187.6280966,25,33.4406376,0,0,0,2.3267,0
3682982,25400,122832,156989,1,3,3,0,281.5738445,24,38.75080142,0,0,0,0.56992,0
3685586,23200,109397,156171,1,3,15,0,187.2019963,25,33.80421161,1,0,0,2.1123,0
3683706,23100,108363,155801,1,3,16,0,171.2231566,26,35.069327,1,0,0,0.91829,0
3684379,18700,132684,155624,1,3,0,0,226.7275062,20,37.33857399,0,0,0,2.4576,0
3683013,17600,133142,154493,1,3,0,0,218.0370487,18,37.47299196,0,0,0,0.82134,0
3682781,15100,124899,153980,1,3,0,0,224.2030702,19,-1,0,0,0,0.85665,0
3684144,15100,91899,153980,1,3,1,0,208.9666667,19,-1,0,0,1,1.3505,0
3683633,26700,122400,153260,1,3,2,0,290.581723,25,38.1397118,0,0,0,1.5667,0
3686134,24400,123585,153164,1,3,4,0,299.2829133,25,36.34656439,0,0,0,1.795,0
3686207,27900,114316,150829,1,3,5,0,286.3861264,24,38.59192387,0,0,0,2.2572,0
3685748,27600,97578,149857,1,3,23,0,194.0056328,12,39.42516685,0,0,0,1.781,0
3685060,27500,100850,149285,1,3,21,0,195.5330279,13,41.65417205,0,0,0,1.4788,0
3683870,16900,112920,146202,1,3,5,2,124.8934197,65,62.56930782,0,3,2,2.3535,1
3682662,25800,103497,144574,1,3,19,0,218.944828,13,41.14564938,0,0,0,1.2939,0
3683463,26900,96794,144462,1,3,23,0,202.9678752,13,40.17216065,1,0,0,0.35894,0
3685291,25800,94194,143768,1,3,23,0,221.7295189,13,42.36812804,0,0,0,1.7932,0
3682958,13000,117799,143413,1,3,6,0,228.9328934,35,47.62976353,0,0,0,0.082688,1
3683464,20900,96893,140544,1,3,13,0,170.6871574,25,33.5350643,0,0,1,1.7244,0
3684816,19600,88808,140072,1,3,13,0,164.5625044,25,33.01501666,0,0,1,2.0401,0
3684506,11300,113899,139180,1,3,5,0,214.5666667,36,-1,0,0,1,2.0857,1
3683917,22700,109707,139113,1,3,9,0,196.4588258,18,40.21610642,0,1,4,2.1338,0
3685466,24400,110341,138561,1,3,9,0,176.1536895,17,40.35888533,0,2,4,2.1954,0
3685968,21100,109899,137980,1,3,16,2,155.2,30,-1,0,8,3,0.90593,1
3682975,13100,110899,137793,1,3,6,2,139.3333333,65,-1,0,2,3,2.3878,1
3682714,26000,108218,135864,1,3,8,0,189.3758019,18,40.51485505,0,1,5,2.4525,0
3683593,21500,95915,135763,1,3,14,0,170.0161379,25,35.62202481,0,0,2,1.3205,0
3685756,23400,103061,134993,1,3,9,0,189.9398399,18,40.68081708,0,1,5,0.97006,0
3684015,18700,96892,134765,1,3,14,0,174.897513,25,33.37326972,0,0,2,2.1755,0
3682868,17300,94836,133839,1,3,6,-1,249.1588756,42,36.80087533,0,0,2,1.9319,0
3685097,33800,83370,133201,1,3,29,0,335.5812066,19,39.10556626,0,0,0,1.1713,0
3686143,12100,114289,132780,1,3,10,0,96.73333333,25,-1,0,0,0,2.2935,1
3685935,22500,102899,132480,1,3,10,0,188.7333333,18,-1,1,2,5,2.3343,0
3685152,33700,87350,131929,1,3,30,0,343.4680597,20,40.90238843,0,0,0,1.5612,0
3684510,15800,99517,131690,1,3,5,-1,237.6809468,41,37.87554654,0,0,2,2.2001,0
3685589,36600,87582,131512,1,3,32,0,352.025752,20,40.18865138,0,0,0,2.4894,0
3686130,36500,86752,131488,1,3,30,0,350.6943994,19,40.11703136,0,0,0,1.4278,0
3686101,18100,87899,131280,1,3,14,0,180.5666667,26,-1,0,0,2,1.68,0
3683855,17200,92752,130844,1,3,6,-1,245.7288109,41,37.50264563,0,0,3,1.6652,0
3682838,15100,81899,129980,1,3,18,5,123.7333333,19,-1,0,0,10,1.8667,1
3684550,25500,83842,129169,1,3,0,1,6.243341044,41,42.94355731,0,1,0,2.0232,1
3683716,14300,100563,129146,1,3,4,-1,256.6876484,41,38.75675979,0,0,2,1.3044,0
3682650,15900,94262,128414,1,3,4,-1,242.7361259,42,39.23189168,1,0,2,1.4725,0
3683795,25100,81899,128305,1,3,0,1,11.13333333,41,-1,0,0,0,1.7342,1
3683407,17100,60899,126980,1,3,9,5,257.7,40,-1,0,0,0,2.779,1
3684777,25700,105379,126369,1,3,25,2,308.4029037,35,36.77382417,1,0,2,1.3184,1
3684139,14100,92638,124980,1,3,6,-1,249.6,42,-1,0,0,3,0.99145,0
3684275,30700,78254,124406,1,3,11,0,82.22339757,34,25.95257777,0,0,1,2.2306,0
3683154,26600,0,122673,1,3,9,0,154.9424281,27,32.21081121,1,0,0,1.9727,0
3683212,19100,100569,122561,1,3,10,-1,82.25254742,27,41.87363105,0,0,0,2.6796,1
3682970,30600,77145,121738,1,3,10,0,80.21417248,34,26.53174054,1,0,0,2.1816,0
3684700,25600,0,121688,1,3,8,0,152.9693412,27,33.16994063,0,1,0,1.9913,0
3684916,27500,0,121605,1,3,7,0,155.4378476,27,33.38381367,0,1,0,1.6666,0
3682991,28900,0,121540,1,3,8,0,176.2063398,26,31.62203845,0,1,0,2.7521,0
3683720,28000,90593,121523,1,3,5,1,108.0462506,15,0.848117525,1,2,8,1.845,1
3685806,26800,0,120159,1,3,8,0,163.12582,27,35.10551993,1,0,0,1.3076,0
3684200,20200,78814,119380,1,3,18,0,233.8267062,30,36.65867972,1,0,4,1.4712,0
3684891,19400,84324,119331,1,3,15,0,239.6686971,31,38.30827816,0,0,4,1.649,0
3686103,30100,74874,118866,1,3,12,0,86.0457549,34,26.35913193,0,0,0,2.7334,0
3684410,33700,79776,118534,1,3,9,0,79.32776771,35,25.02202037,0,0,1,0.51526,0
3685471,29000,0,117971,1,3,7,0,160.5500246,27,32.17500253,0,0,0,2.6689,0
3685719,33600,73660,117709,1,3,11,0,63.12090961,35,25.47161407,0,0,0,0.59046,0
3683589,19000,82436,117590,1,3,16,0,234.8485347,30,39.07489297,0,0,5,1.7331,0
3682861,27700,0,117561,1,3,10,0,166.0058394,27,35.00872778,0,0,0,1.0848,0
3684547,39800,59259,117166,1,3,16,1,204.1399683,22,40.14809045,0,0,0,1.0835,0
3683036,28300,0,117161,1,3,9,0,171.6461537,26,31.61143615,0,0,0,1.0732,0
3684622,39600,68016,117064,1,3,15,0,199.0997869,21,40.2148745,0,0,0,1.7807,0
3686170,16600,92799,115980,1,3,10,-1,84.16666667,27,-1,0,1,1,0.1283,1
3684169,32000,83125,115489,1,3,11,0,80.03011561,34,26.53185952,1,0,0,0.90165,0
3685699,40200,58683,115410,1,3,17,1,184.5200567,22,39.39915656,0,0,0,1.8526,0
3684428,23000,90601,115335,1,3,24,0,309.85054,42,38.80333433,0,0,1,0.91384,0
3685049,17400,79311,114886,1,3,17,0,248.3605705,30,36.54643556,0,0,4,1.6331,0
3683099,22600,74909,114749,1,3,9,1,295.2971661,28,30.62105116,0,0,1,0.18428,0
3685288,25300,73937,114702,1,3,9,1,305.0041559,28,31.37072725,0,0,1,1.9837,0
3684327,25100,75009,114188,1,3,3,0,84.05264747,27,45.75394906,1,2,1,1.9912,1
3685769,40600,66794,113750,1,3,14,0,189.1404168,22,38.09532813,0,0,0,2.482,0
3685489,26200,80075,113227,1,3,9,1,295.7520334,29,33.20212531,0,0,1,2.7192,0
3685902,20500,83087,113161,1,3,25,0,322.5609396,42,37.70667921,0,0,1,1.6634,0
3684661,38200,67458,113004,1,3,16,0,191.6766714,22,40.24960964,0,0,0,1.2944,0
3683889,25100,0,112980,1,3,9,0,169.4,27,-1,1,1,0,1.8539,0
3683912,19700,85883,112701,1,3,18,0,240.1377941,31,36.04118029,1,0,4,1.8757,0
3682880,41200,59362,112606,1,3,16,0,211.2039695,22,40.4495557,1,0,0,2.2145,0
3685007,25100,70980,112480,1,3,3,0,88.2,27,-1,0,2,1,1.755,1
3682750,24800,76921,112152,1,3,9,1,307.8710779,28,30.13004195,0,0,2,1.5528,0
3685636,23100,76460,111369,1,3,8,1,302.2329108,28,30.35670611,0,0,2,2.2288,0
3683415,17100,82561,111337,1,3,17,0,253.3059847,30,37.32611992,1,0,4,1.3395,0
3683781,20200,84864,110656,1,3,18,0,245.02973,30,38.63783022,0,0,5,1.0439,0
3683841,23900,76289,110295,1,3,7,0,276.9553562,29,29.72360104,0,0,2,1.8417,0
3686041,16600,75899,109980,1,3,18,0,243.5,31,-1,0,0,5,1.3735,0
3684844,7600,57699,109580,1,3,4,1,125.1333333,18,-1,0,0,1,2.333,1
3684065,16600,66899,109480,1,3,2,0,218.1,24,-1,0,4,2,2.3317,1
3683881,39200,68034,108703,1,3,15,1,194.6861891,22,38.58899271,0,0,0,1.0832,0
3683745,25500,82452,107402,1,3,9,0,306.7597054,29,32.73167844,0,1,2,2.5928,0
3682943,24900,82569,106543,1,3,8,0,303.984432,28,30.96648584,0,0,2,1.8111,0
3683765,23400,81043,106082,1,3,7,0,289.3727394,28,33.28141336,0,0,1,0.85574,0
3685149,22900,76632,105604,1,3,1,-1,226.3275079,23,40.70195368,0,0,5,0.94599,0
3684762,23100,72580,105385,1,3,0,-1,231.0750645,23,43.52909332,0,0,4,0.98552,0
3683195,8300,80888,105060,1,3,1,0,82.3547953,24,38.4857705,0,0,1,2.1315,0
3685591,25100,74699,104980,1,3,10,5,164.3,46,-1,0,0,2,0.45078,1
3684664,12000,78858,104351,1,3,1,0,80.08139722,23,40.03421108,0,0,1,2.1594,0
3682907,22700,78874,103354,1,3,11,0,260.319755,14,27.75405551,0,0,1,1.3355,1
3685269,25700,77022,102994,1,3,1,-1,232.7942011,24,43.68128143,0,0,3,2.0126,0
3683730,23600,75607,102178,1,3,2,-1,232.4343159,23,42.18978642,0,0,5,0.74148,0
3684419,21000,71871,101725,1,3,6,0,68.32456202,23,38.52325618,0,0,6,1.3323,0
3685701,15700,74055,101116,1,3,11,3,108.3884676,24,27.70600093,0,0,0,1.3029,1
3686016,20600,80340,100485,1,3,7,0,88.44666334,23,38.50506596,0,0,7,0.12464,0
3685816,16700,74683,100201,1,3,1,0,91.05044751,17,25.7183938,1,0,0,1.6569,0
3683547,18400,67995,99031,1,3,1,0,86.8431617,17,27.64351648,0,0,0,0.47147,0
3685545,28200,60899,98980,1,3,7,1,130.1666667,31,-1,0,0,1,1.1798,1
3685140,18000,68678,98603,1,3,1,0,84.86164124,17,26.41566665,0,0,0,1.8268,0
3683435,21900,79991,98541,1,3,5,0,74.31793013,24,37.14828397,0,0,7,1.9903,0
3683847,10200,81162,98516,1,3,1,0,74.16044771,23,38.34125572,0,0,1,2.0845,0
3685534,14200,81793,98265,1,3,6,0,152.4710746,26,42.29213788,0,0,1,1.2752,0
3684870,20900,77784,98168,1,3,4,0,51.29354716,23,38.13040471,0,0,7,1.4076,0
3682973,25500,76093,98168,1,3,0,-1,246.2678533,23,42.14810643,0,0,5,2.3785,0
3686198,22100,71563,97995,1,3,9,0,192.3136088,19,34.93102106,0,0,1,2.085,0
3682827,21800,68899,97980,1,3,2,-1,233.0666667,24,-1,1,0,5,1.196,0
3682692,12100,76573,97916,1,3,5,0,148.9142027,27,41.23576316,0,0,2,2.0662,0
3683876,19800,70608,97374,1,3,0,0,95.86046638,17,25.56670764,0,0,0,0.44634,0
3685460,17800,72810,97297,1,3,1,0,83.39838379,17,25.33925087,0,0,0,2.232,0
3685766,4800,67812,97185,1,3,2,0,143.8243915,24,35.23699719,0,0,0,2.7073,0
3683624,4900,67216,97171,1,3,3,0,138.3197248,23,34.28529378,0,0,0,2.0201,0
3682726,10400,82788,97169,1,3,2,0,83.50744621,24,39.54698719,0,0,2,2.2647,0
3682718,8800,77276,97050,1,3,3,0,69.85487717,24,38.22772578,0,0,2,1.7632,0
3686117,17100,73083,96869,1,3,0,0,72.95379199,16,28.01439848,0,0,0,2.7281,0
3684115,8100,76499,95980,1,3,2,0,74.03333333,24,-1,0,0,2,1.525,0
3683189,15100,67899,95980,1,3,12,3,110.5666667,24,-1,0,0,0,1.4011,1
3683526,8500,75811,95309,1,3,18,1,295.1642246,24,38.65180454,1,0,0,1.3028,0
3685173,19900,64920,95168,1,3,1,0,74.0813375,16,27.45254252,0,0,0,2.003,0
3685669,18400,73409,95112,1,3,0,0,87.68429575,17,25.25404629,0,0,0,2.1887,0
3685845,12900,76682,94987,1,3,6,0,141.9720223,26,42.16361693,0,0,2,1.1572,0
3683496,18600,70899,94980,1,3,6,0,72,24,-1,1,0,7,1.4298,0
3683540,12400,76899,93980,1,3,41,4,213.8666667,17,-1,0,0,4,2.4736,1
3684121,20100,73299,93980,1,3,9,0,271,14,-1,0,0,2,1.6702,1
3684423,12700,80511,93782,1,3,5,0,142.6131456,26,40.75903888,0,0,2,1.6328,0
3683372,15600,71311,93703,1,3,19,0,239.5013159,24,35.97589822,0,0,11,0.33847,0
3685656,5100,68638,93415,1,3,3,0,149.7204047,23,36.67927861,0,0,0,2.2347,0
3683759,10900,83340,92128,1,3,5,0,120.145844,26,40.98863532,0,0,1,0.15596,0
3684093,18300,68642,92092,1,3,0,0,96.34376502,16,26.70266663,0,0,0,1.7894,0
3685497,8200,78876,91975,1,3,19,0,297.7470948,23,38.83094029,0,0,1,1.3883,0
3684835,8500,77043,91512,1,3,19,1,312.7571824,24,40.92273699,0,0,1,1.5846,0
3683920,11800,78688,91322,1,3,5,0,129.3606743,27,41.9626818,0,0,2,2.3956,0
3684521,17200,74821,91167,1,3,0,0,81.58265559,16,26.77776884,0,0,0,1.4171,0
3685133,12800,79347,90984,1,3,20,0,228.5073902,23,34.47430215,0,0,10,1.1924,0
3684975,14500,78864,90709,1,3,4,0,133.6602719,26,39.69695911,0,0,2,1.5955,0
3686027,8500,77988,90640,1,3,9,0,119.6353947,22,27.10304112,0,0,0,1.1414,0
3684666,14600,78402,90538,1,3,19,0,251.4522894,24,36.88623453,1,0,10,1.3379,0
3682806,12200,74493,90535,1,3,4,0,124.7766246,27,41.64484731,0,0,2,2.6613,0
3683512,5000,65772,90388,1,3,2,0,142.858999,23,37.77961861,1,0,0,1.984,0
3683398,19700,63899,89980,1,3,9,0,196.8,19,-1,0,0,2,1.8245,0
3685209,12600,77836,89690,1,3,19,0,224.5874152,24,35.96199865,0,0,10,1.4743,0
3684692,23600,55630,89059,1,3,4,0,274.6743799,25,33.51940904,0,0,1,0.9605,0
3683391,14300,73432,88904,1,3,21,0,233.353323,23,36.48070702,0,0,10,2.1107,0
3682978,6900,75863,88734,1,3,19,1,299.7004822,23,39.11750164,1,0,0,2.4197,0
3685863,15600,79084,88673,1,3,19,0,245.2078401,23,36.34936235,1,0,10,1.7868,0
3684682,8600,73107,88568,1,3,10,0,115.5525823,23,30.09248898,0,0,0,2.0276,0
3684331,16300,71429,88549,1,3,14,0,0,1,35.89671015,0,0,0,0.72461,1
3684961,15800,80099,88525,1,3,21,0,243.6003878,24,36.30703312,1,0,10,0.68897,0
3684431,9300,72758,88163,1,3,8,0,106.6552052,23,29.01720777,0,0,0,1.5142,0
3682906,13700,69899,87980,1,3,16,0,0,0,-1,0,0,0,1.0574,1
3684157,8600,73651,87911,1,3,21,1,292.6203784,24,39.01314063,0,1,0,1.7305,0
3683683,9000,80233,87428,1,3,18,0,280.8765502,23,38.52399745,0,0,0,0.38511,0
3684133,2100,64435,87380,1,3,2.5,0,148.1333333,24,-1,0,0,0,1.0273,0
3684355,25400,51160,87005,1,3,4,0,250.8361848,25,31.66878641,0,0,2,1.6249,0
3684150,12000,70899,86980,1,3,20,0,239.4666667,24,-1,0,0,11,2.0263,0
3685978,10900,75277,86040,1,3,6,0,103.6650708,23,30.10500969,0,0,0,2.7616,0
3684149,12700,68699,85980,1,3,3,1,203.8666667,26,-1,1,2,8,1.7922,1
3685537,11800,68999,84980,1,3,3.8,0,81.1,22,-1,0,3,0,1.3694,1
3684173,19800,62250,84604,1,3,0,0,89.12651678,22,54.25133474,0,1,1,1.4055,1
3683488,12100,76698,83844,1,3,8,0,103.2042743,22,27.18193008,1,0,0,2.5843,0
3684851,23700,55922,83639,1,3,5,0,268.7555345,25,32.21078133,1,0,2,0.58366,0
3683691,8100,70816,83480,1,3,8,0,108.5,23,-1,0,0,0,1.4619,0
3685328,24800,53824,83036,1,3,4,0,252.1883928,25,34.89924173,0,0,2,1.7027,0
3684926,18800,65902,82390,1,3,0,0,86.77380757,23,51.5273853,0,1,1,0.99097,1
3685390,23600,48185,81938,1,3,6,0,249.8600943,25,32.47730089,0,0,2,2.3366,0
3685469,11300,68889,81902,1,3,12,1,121.8858112,23,43.16987533,1,0,2,2.0559,1
3685066,22900,49260,81894,1,3,4,0,265.9370662,25,32.02024461,0,0,2,1.5322,0
3684581,21200,55762,81386,1,3,10,0,75.57642698,27,36.77027571,0,1,2,0.83752,0
3684090,15000,48548,81322,1,3,3,0,111.0567314,8,28.8123987,0,0,0,1.6361,0
3684528,14400,45514,80798,1,3,4,0,116.136885,9,28.74834319,0,0,0,2.0437,0
3683324,17000,43542,80619,1,3,3,0,129.5818237,8,28.90595485,0,0,1,1.0808,0
3684720,31300,38251,80530,1,3,21,0,117.4379076,14,35.39186329,0,1,0,2.1174,1
3684240,15900,41560,80437,1,3,3,1,138.3175078,8,27.44409485,1,0,0,1.3401,0
3683788,15800,60215,79980,1,3,0.2,0,86.2,23,-1,0,1,1,0.8309,1
3683513,20900,56496,79562,1,3,9,0,68.69193855,27,36.07123372,0,1,3,2.7401,0
3685644,12200,66899,79080,1,3,5,0,156.2,32,-1,0,0,1,2.1816,1
3682928,17400,48031,78869,1,3,4,0,134.1676855,8,28.30822706,1,0,0,0.92197,0
3684520,15000,45600,78166,1,3,5,0,126.0313534,8,26.35385565,0,0,1,0.99144,0
3683461,17500,44378,78101,1,3,1,0,118.3235888,9,27.14398944,0,0,0,2.1241,0
3682675,15200,44599,76436,1,3,5,0,135.5043482,9,29.39399653,1,0,0,1.3525,0
3685741,16600,45340,76125,1,3,4,0,125.0333832,8,28.18345068,0,0,1,2.6037,0
3683817,19400,50453,76120,1,3,9,0,79.27662528,27,36.03690437,0,2,3,2.1807,0
3684938,6400,65774,75980,1,3,0.8,0,85,12,-1,1,2,1,2.3028,1
3684156,28700,38908,75873,1,3,12,0,86.62551999,15,33.98581441,0,1,6,1.5661,0
3684385,26800,40684,75581,1,3,14,0,99.2405209,15,34.16422819,0,1,5,2.4954,0
3686057,13400,57899,74980,1,3,6.6,1,227.2,33,-1,0,0,1,1.9537,1
3684277,17100,54117,74980,1,3,5,0,178.5,35,-1,0,1,6,2.4583,1
3684172,26900,35384,74929,1,3,14,0,85.76662481,15,36.20145855,0,0,5,2.3877,0
3683303,7200,53899,74780,1,3,7.5,1,72,18,-1,0,1,4,2.7315,1
3684487,9500,52497,74727,1,3,6,-1,130.3438245,24,42.27546612,0,0,0,2.1769,0
3683240,15500,47648,74431,1,3,3,0,134.8993123,8,27.93203478,0,0,1,2.0966,0
3685327,17500,43009,73594,1,3,1,0,115.2891824,8,26.38910802,0,0,1,1.865,0
3684096,28500,36383,73458,1,3,13,0,101.9750908,16,34.77399378,0,1,6,1.4749,0
3685957,27400,37535,73308,1,3,12,0,81.79269376,16,34.27822801,1,0,6,1.6974,0
3683592,28600,43312,73228,1,3,13,0,103.5670171,16,35.68150508,1,0,6,1.7581,0
3683279,28300,44262,72946,1,3,16,0,83.27059459,16,34.99052537,0,1,6,1.4921,0
3683010,31100,29899,71980,1,3,20,0,128.3,14,-1,0,2,1,2.1613,1
3683707,3000,61861,70895,1,3,2,0,283.8016592,37,49.21639579,0,0,3,2.3209,1
3684798,7800,56521,70116,1,3,7,4,121.7645092,11,38.14234577,1,0,1,0.27904,0
3682820,9900,49186,69811,1,3,2,0,183.9948062,16,29.72346691,1,0,2,2.5265,0
3684477,11700,57838,69754,1,3,5,0,92.99164592,12,72.27409333,0,0,0,1.3018,1
3686096,12100,57270,69056,1,3,10,0,84.25197204,19,29.64210826,0,1,1,1.079,0
3685501,10700,47917,68943,1,3,2,0,187.7575926,16,30.66574434,0,0,1,1.3059,0
3686118,10300,51007,68653,1,3,6,-1,117.6793672,23,42.78564391,0,0,0,2.1458,0
3684409,15200,44858,68463,1,3,27,0,280.9479886,17,37.19094785,0,1,1,1.7769,0
3682676,18000,46241,68009,1,3,26,0,280.0070806,17,36.08297543,0,1,1,2.4826,0
3685074,11100,53599,67980,1,3,6,0,102.5,13,-1,0,0,0,1.4054,1
3682899,26600,34577,67980,1,3,14,0,89.3,16,-1,0,1,6,2.442,0
3684293,10700,58600,67947,1,3,10,0,117.5322893,19,31.55021826,1,0,1,1.5898,0
3684203,14200,49826,67741,1,3,26,0,277.5499132,16,36.60939111,0,0,1,1.3972,0
3685854,9200,48696,67741,1,3,7,3,117.9791548,11,37.80737881,0,0,3,0.26394,0
3684892,13800,38880,67516,1,3,0,-1,0,0,35.19815986,0,0,0,2.4796,0
3685696,10900,31048,67219,1,3,0,-1,0,0,35.27543738,1,0,0,2.2966,0
3684801,10700,56713,66672,1,3,10,0,108.3740552,18,32.63568704,1,0,1,1.7542,0
3683552,12600,55127,66549,1,3,3,0,199.8151672,17,28.00687276,0,0,1,2.0828,0
3684921,9300,52430,66471,1,3,11,0,123.2285343,19,32.66762889,0,0,1,2.1255,0
3683181,17500,42775,66065,1,3,26,0,282.5781525,16,38.03752168,0,0,1,2.0176,0
3684021,17300,48326,66062,1,3,29,0,284.8487591,16,38.40363467,0,0,1,0.83372,0
3684394,10300,55438,65337,1,3,5,0,191.9459308,17,28.65082373,0,0,1,1.8535,0
3683299,9400,57950,65314,1,3,6,-1,114.2818573,23,41.87003981,0,0,0,1.3716,0
3683146,6900,49708,65054,1,3,7,4,117.6327333,10,39.22502891,1,0,3,2.2844,0
3683603,9100,50299,64980,1,3,6,-1,118.6,24,-1,0,0,0,1.8656,0
3683139,9600,58084,64556,1,3,6,4,128.8552645,11,38.30830913,0,0,1,2.2114,0
3684740,9100,50069,64289,1,3,7,3,121.4312261,11,39.98548983,1,0,2,2.1371,0
3685477,6400,49397,64276,1,3,6,4,112.2065132,10,38.58713194,0,0,1,1.4996,0
3682787,7400,48963,64205,1,3,6,4,107.3759993,10,40.06191523,0,0,1,1.9613,0
3685208,12000,56691,64110,1,3,13,0,119.6125902,18,32.6757463,0,0,1,1.9107,0
3684557,19100,41899,63980,1,3,9,0,31.46666667,8,-1,1,0,3,0.10114,1
3684027,11400,54883,63938,1,3,4,0,191.92093,16,28.09685484,0,0,1,2.0583,0
3683207,11600,43844,63317,1,3,2,1,194.7424854,21,27.63349396,0,0,0,1.2472,0
3683884,12900,54445,62886,1,3,3,0,176.5198745,16,28.65818571,0,0,1,1.663,0
3683570,15300,49327,62676,1,3,27,0,266.3953128,16,38.51079645,0,0,1,1.4011,0
3683648,8600,53358,62658,1,3,13,0,117.8634491,18,30.06290208,0,0,0,1.5365,0
3683062,6200,48399,62480,1,3,7,4,112.3,11,-1,0,0,2,0.78868,0
3685368,9900,54463,62089,1,3,10,0,125.021625,19,32.57568637,0,0,0,1.5576,0
3685236,30600,18274,61718,1,3,20,5,142.7031333,28,45.3647887,0,3,0,2.066,1
3683686,10900,32769,61552,1,3,0,-1,0,0,38.50024696,0,0,0,1.7837,0
3683758,8600,50468,60920,1,3,6,0,190.9468977,22,29.21247674,0,0,0,2.0458,0
3685569,8700,42279,60713,1,3,3,0,200.293142,22,28.44434208,0,0,0,1.7897,0
3685777,11100,45992,60543,1,3,4,0,191.4821643,21,29.58814813,0,0,1,1.6145,0
3685026,8100,48899,59980,1,3,11,0,108.5333333,19,-1,0,0,1,1.4575,0
3684845,24200,30850,57980,1,3,11,4,37.5,12,-1,0,0,0,1.9127,1
3683537,8700,45859,57453,1,3,4,0,190.7680601,22,26.76441155,1,0,0,2.0256,0
3685100,8100,40899,53980,1,3,4,0,190.7,22,-1,0,0,1,2.6042,0
3682985,30100,17595,53080,1,3,20,5,148.8666667,28,-1,1,4,0,2.0614,1
3684242,33800,26294,48885,1,3,6,0,49.71005322,7,36.43433271,0,0,0,2.7233,0
3684920,33400,19574,47874,1,3,6,0,43.43527965,7,36.67861708,0,0,0,0.78218,0
3683875,35700,20451,46677,1,3,7,0,46.14448683,6,36.07282742,0,0,0,2.1886,0
3683076,33100,232012,46266,1,3,3,1,215.3529578,50,42.52200002,0,0,2,2.3995,0
3685392,32400,235242,45250,1,3,3,1,211.9224034,49,41.27480552,0,0,3,1.1372,0
3685704,33200,237917,44359,1,3,3,2,196.3652599,49,40.42559886,0,0,3,0.60849,0
3685146,33600,18703,43962,1,3,7,0,47.76290645,6,34.99037124,1,0,0,1.9364,0
3683493,15600,26351,43880,1,3,21,2,216.0666667,19,-1,0,1,0,1.9546,1
3684701,17500,25758,43664,1,3,16,0,96.36306868,17,27.11761957,0,1,1,1.381,0
3683993,15500,28568,43058,1,3,14,0,109.1988949,17,24.68417485,0,1,1,1.1233,0
3682682,35300,239886,43008,1,3,2,1,211.1890052,49,41.34662673,0,0,3,2.3103,0
3685627,36400,22330,42814,1,3,6,0,51.41959435,6,33.42614827,0,0,0,0.68858,0
3686209,14800,30109,42731,1,3,17,0,87.64182333,17,23.40736224,0,0,0,1.5754,0
3684769,34700,27750,42603,1,3,6,0,46.92716617,7,35.14109271,1,0,0,2.7106,0
3683963,8700,36832,42269,1,3,4,0,101.6164211,26,38.44649009,0,0,2,1.5532,1
3684564,33600,240056,41993,1,3,3,2,202.6122988,50,41.65479426,0,0,2,1.3594,0
3685158,6900,30899,41980,1,3,3.5,0,107.2666667,26,-1,0,1,2,1.2744,1
3683894,14500,20895,41967,1,3,9,0,121.9555144,10,21.12871262,0,0,0,1.9876,0
3683550,17700,29100,41376,1,3,19,0,90.20252735,16,23.94494584,1,0,1,1.1885,0
3685183,13800,12476,41055,1,3,7,0,134.5420141,10,22.97477273,1,0,0,1.9443,0
3686100,32700,17817,39980,1,3,7,0,46.66666667,7,-1,1,0,0,2.6147,0
3686123,15300,19904,39585,1,3,8,0,97.73490299,10,21.75161074,0,0,0,0.79611,0
3684339,35100,240893,39381,1,3,3,1,211.5018174,50,42.97751164,0,0,3,0.97071,0
3685415,4000,21099,38980,1,3,4,1,87.56666667,14,-1,0,0,2,1.8602,1
3685378,34000,232216,38392,1,3,2,2,214.2096514,50,42.5678291,0,0,3,2.0018,0
3685966,14400,21727,37980,1,3,17,0,104.5,17,-1,0,1,1,1.6635,0
3684966,35000,236239,37578,1,3,2,1,221.6025351,50,41.86741593,0,0,4,1.247,0
3685076,35300,234581,37059,1,3,2,1,217.6666372,50,40.42005141,0,0,2,0.95134,0
3685851,35300,239412,37056,1,3,0,1,184.3734524,49,40.7898487,0,0,2,1.4771,0
3684051,12500,16274,36652,1,3,8,0,121.674928,11,24.09943715,0,0,0,2.3928,0
3682997,10700,21899,35180,1,3,13,0,91.33333333,14,-1,1,0,5,2.0971,1
3685952,12200,18627,34423,1,3,9,0,118.6482829,10,21.59983638,0,0,0,2.6401,0
3684643,8900,108507,0,1,3,0,6,254.4717586,23,-1,0,0,4,0.52729,1
3682832,29100,101723,0,1,3,4,4,187.7,14,-1,0,2,0,0.60599,1
3685248,15100,85899,0,1,3,1,0,64.7,27,-1,0,0,1,1.5398,1
3682932,10100,42199,0,1,3,11,0,32.4,5,-1,0,1,3,0.87378,1
3683302,50300,34567,0,1,3,7,0,118.6825478,5,36.73448606,1,1,1,2.1239,1
3684069,50100,26875,0,1,3,8.3,0,112.6,6,-1,0,1,1,1.1091,1
3685515,53700,235794,299752,0,3,5,0,113.7482819,22,44.95592915,0,0,7,1.5875,1
